task_id,uav_type,n_stops,visit_order,cargo_pattern,n_boxes,total_mass_kg,total_volume_m3,energy_kWh,duration_s,end_SOC,charge_time_s,has_hard_deadline,latest_start_s
R065389,C,2,S008>S006,S008:[饮水:1] S006:[医疗:1],2,17.0,0.039,6.393773049199181,2618.3332171715742,0.200778,0.0,True,1333.5
R065390,C,2,S006>S008,S006:[饮水:1] S008:[医疗:1|卫生:1],3,23.0,0.074,6.290746247931056,2684.3332171715742,0.213657,0.0,True,2660.9
R065391,C,2,S006>S008,S006:[饮水:1] S008:[医疗:1|食品:1],3,25.0,0.067,6.326146304406283,2684.3332171715742,0.209232,0.0,True,2660.9
R065392,C,2,S006>S008,S006:[饮水:1|卫生:1] S008:[卫生:1],3,26.0,0.097,6.28665468077727,2684.3332171715742,0.214168,0.0,True,2624.9
R065393,C,2,S006>S008,S006:[饮水:1|卫生:1] S008:[食品:1],3,28.0,0.09,6.320015708123327,2684.3332171715742,0.209998,0.0,True,2624.9
R065394,C,2,S006>S008,S006:[饮水:1|卫生:1] S008:[医疗:1],3,23.0,0.074,6.243131105425476,2684.3332171715742,0.219609,0.0,True,2624.9
R065395,C,2,S006>S008,S006:[饮水:1|卫生:1] S008:[医疗:1|卫生:1],4,29.0,0.109,6.337906457346394,2750.3332171715742,0.207762,0.0,True,2594.9
R065396,C,2,S006>S008,S006:[饮水:1|卫生:1] S008:[医疗:1|食品:1],4,31.0,0.10200000000000001,6.376037816700282,2750.3332171715742,0.202995,0.0,True,2594.9
R065397,C,2,S006>S008,S006:[饮水:1|食品:1] S008:[卫生:1],3,28.0,0.09,6.302813018302041,2684.3332171715742,0.212148,0.0,True,2624.9
R065398,C,2,S006>S008,S006:[饮水:1|食品:1] S008:[食品:1],3,30.0,0.083,6.337101763735371,2684.3332171715742,0.207862,0.0,True,2624.9
R065399,C,2,S006>S008,S006:[饮水:1|食品:1] S008:[医疗:1],3,25.0,0.067,6.2579653990282385,2684.3332171715742,0.217754,0.0,True,2624.9
R065400,C,2,S006>S008,S006:[饮水:1|食品:1] S008:[医疗:1|卫生:1],4,31.0,0.10200000000000001,6.355472053827817,2750.3332171715742,0.205566,0.0,True,2594.9
R065401,C,2,S006>S008,S006:[饮水:1|食品:1] S008:[医疗:1|食品:1],4,33.0,0.095,6.3945976225587255,2750.3332171715742,0.200675,0.0,True,2594.9
R065402,C,2,S006>S008,S006:[饮水:1|食品:1|卫生:1] S008:[卫生:1],4,34.0,0.125,6.357031705994083,2750.333217171574,0.205371,0.0,True,2558.9
R065403,C,2,S006>S008,S006:[饮水:1|食品:1|卫生:1] S008:[食品:1],4,36.0,0.118,6.394385302292715,2750.333217171574,0.200702,0.0,True,2558.9
R065404,C,2,S006>S008,S006:[饮水:1|食品:1|卫生:1] S008:[医疗:1],4,31.0,0.102,6.307856911322237,2750.333217171574,0.211518,0.0,True,2558.9
R065405,C,2,S006>S008,S006:[饮水:2] S008:[卫生:1],3,34.0,0.089,6.357031705994083,2684.3332171715742,0.205371,0.0,True,2624.9
R065406,C,2,S006>S008,S006:[饮水:2] S008:[食品:1],3,36.0,0.082,6.394385302292715,2684.3332171715742,0.200702,0.0,True,2624.9
R065407,C,2,S006>S008,S006:[饮水:2] S008:[医疗:1],3,31.0,0.066,6.307856911322237,2684.3332171715742,0.211518,0.0,True,2624.9
R065408,C,2,S006>S008,S006:[饮水:2|卫生:1] S008:[医疗:1],4,37.0,0.10099999999999999,6.3667341218888245,2750.333217171574,0.204158,0.0,True,2558.9
R065409,C,2,S006>S008,S006:[饮水:2|食品:1] S008:[医疗:1],4,39.0,0.094,6.388616692576213,2750.333217171574,0.201423,0.0,True,2558.9
R065410,C,2,S006>S008,S006:[医疗:1] S008:[卫生:1],2,9.0,0.047,6.18314581656944,2618.3332171715742,0.227107,0.0,True,2690.9
R065411,C,2,S008>S006,S008:[医疗:1] S006:[卫生:1],2,9.0,0.047,6.194380286155072,2618.3332171715742,0.225702,0.0,True,1333.5
R065412,C,2,S006>S008,S006:[医疗:1] S008:[食品:1],2,11.0,0.04,6.209483801217903,2618.3332171715742,0.223815,0.0,True,2690.9
R065413,C,2,S008>S006,S008:[医疗:1] S006:[食品:1],2,11.0,0.04,6.214924829621356,2618.3332171715742,0.223134,0.0,True,1333.5
R065414,C,2,S006>S008,S006:[医疗:1] S008:[食品:1|卫生:1],3,17.0,0.075,6.3065679051095955,2684.3332171715742,0.211679,0.0,True,2660.9
R065415,C,2,S008>S006,S008:[医疗:1] S006:[食品:1|卫生:1],3,17.0,0.075,6.288997702223252,2684.3332171715742,0.213875,0.0,True,1267.5
R065416,C,2,S006>S008,S006:[医疗:1] S008:[饮水:1],2,17.0,0.039,6.3065679051095955,2618.3332171715742,0.211679,0.0,True,2690.9
R065417,C,2,S008>S006,S008:[医疗:1] S006:[饮水:1],2,17.0,0.039,6.288997702223252,2618.3332171715742,0.213875,0.0,True,1333.5
R065418,C,2,S008>S006,S008:[医疗:1] S006:[饮水:1|卫生:1],3,23.0,0.074,6.381490908496636,2684.3332171715742,0.202314,0.0,True,1267.5
R065419,C,2,S006>S008,S006:[医疗:1] S008:[医疗:1],2,6.0,0.024,6.150139538556037,2618.3332171715742,0.231233,0.0,True,2690.9
R065420,C,2,S008>S006,S008:[医疗:1] S006:[医疗:1],2,6.0,0.024,6.167751734638412,2618.3332171715742,0.229031,0.0,True,1333.5
R065421,C,2,S006>S008,S006:[医疗:1] S008:[医疗:1|卫生:1],3,12.0,0.059,6.223828806426699,2684.3332171715742,0.222021,0.0,True,2660.9
R065422,C,2,S008>S006,S008:[医疗:1] S006:[医疗:1|卫生:1],3,12.0,0.059,6.225990284320696,2684.3332171715742,0.221751,0.0,True,1267.5
R065423,C,2,S006>S008,S006:[医疗:1] S008:[医疗:1|食品:1],3,14.0,0.052000000000000005,6.254758807304221,2684.3332171715742,0.218155,0.0,True,2660.9
R065424,C,2,S008>S006,S008:[医疗:1] S006:[医疗:1|食品:1],3,14.0,0.052000000000000005,6.249667797731355,2684.3332171715742,0.218792,0.0,True,1267.5
R065425,C,2,S006>S008,S006:[医疗:1] S008:[医疗:1|食品:1|卫生:1],4,20.0,0.08700000000000001,6.36475074725643,2750.3332171715742,0.204406,0.0,True,2630.9
R065426,C,2,S008>S006,S008:[医疗:1] S006:[医疗:1|食品:1|卫生:1],4,20.0,0.08700000000000001,6.332906573763308,2750.3332171715742,0.208387,0.0,True,1201.5
R065427,C,2,S006>S008,S006:[医疗:1] S008:[医疗:1|饮水:1],3,20.0,0.051000000000000004,6.36475074725643,2684.3332171715742,0.204406,0.0,True,2660.9
R065428,C,2,S008>S006,S008:[医疗:1] S006:[医疗:1|饮水:1],3,20.0,0.051000000000000004,6.332906573763308,2684.3332171715742,0.208387,0.0,True,1267.5
R065429,C,2,S006>S008,S006:[医疗:1|卫生:1] S008:[卫生:1],3,15.0,0.082,6.2130061097214995,2684.3332171715742,0.223374,0.0,True,2624.9
R065430,C,2,S008>S006,S008:[医疗:1|卫生:1] S006:[卫生:1],3,15.0,0.082,6.310883029047595,2684.3332171715742,0.21114,0.0,True,1267.5
R065431,C,2,S006>S008,S006:[医疗:1|卫生:1] S008:[食品:1],3,17.0,0.075,6.241769120266266,2684.3332171715742,0.219779,0.0,True,2624.9
R065432,C,2,S008>S006,S008:[医疗:1|卫生:1] S006:[食品:1],3,17.0,0.075,6.337609740562164,2684.3332171715742,0.207799,0.0,True,1267.5
R065433,C,2,S006>S008,S006:[医疗:1|卫生:1] S008:[食品:1|卫生:1],4,23.0,0.11,6.346078810040295,2750.3332171715742,0.20674,0.0,True,2594.9
R065434,C,2,S006>S008,S006:[医疗:1|卫生:1] S008:[饮水:1],3,23.0,0.074,6.346078810040295,2684.3332171715742,0.20674,0.0,True,2624.9
R065435,C,2,S006>S008,S006:[医疗:1|卫生:1] S008:[医疗:1],3,12.0,0.059,6.17621366392112,2684.3332171715742,0.227973,0.0,True,2624.9
R065436,C,2,S008>S006,S008:[医疗:1|卫生:1] S006:[医疗:1],3,12.0,0.059,6.274602322659609,2684.3332171715742,0.215675,0.0,True,1267.5
R065437,C,2,S006>S008,S006:[医疗:1|卫生:1] S008:[医疗:1|卫生:1],4,18.0,0.094,6.257314125058718,2750.3332171715742,0.217836,0.0,True,2594.9
R065438,C,2,S008>S006,S008:[医疗:1|卫生:1] S006:[医疗:1|卫生:1],4,18.0,0.094,6.3517343787099545,2750.3332171715742,0.206033,0.0,True,1201.5
R065439,C,2,S006>S008,S006:[医疗:1|卫生:1] S008:[医疗:1|食品:1],4,20.0,0.087,6.29063955646825,2750.3332171715742,0.21367,0.0,True,2594.9
R065440,C,2,S008>S006,S008:[医疗:1|卫生:1] S006:[医疗:1|食品:1],4,20.0,0.087,6.381518612102221,2750.3332171715742,0.20231,0.0,True,1201.5
R065441,C,2,S006>S008,S006:[医疗:1|食品:1] S008:[卫生:1],3,17.0,0.07500000000000001,6.22456643044498,2684.3332171715742,0.221929,0.0,True,2624.9
R065442,C,2,S008>S006,S008:[医疗:1|食品:1] S006:[卫生:1],3,17.0,0.07500000000000001,6.358507802045741,2684.3332171715742,0.205187,0.0,True,1267.5
R065443,C,2,S006>S008,S006:[医疗:1|食品:1] S008:[食品:1],3,19.0,0.068,6.25412690851716,2684.3332171715742,0.218234,0.0,True,2624.9
R065444,C,2,S008>S006,S008:[医疗:1|食品:1] S006:[食品:1],3,19.0,0.068,6.387267513816118,2684.3332171715742,0.201592,0.0,True,1267.5
R065445,C,2,S006>S008,S006:[医疗:1|食品:1] S008:[食品:1|卫生:1],4,25.0,0.10300000000000001,6.360913103643057,2750.3332171715742,0.204886,0.0,True,2594.9
R065446,C,2,S006>S008,S006:[医疗:1|食品:1] S008:[饮水:1],3,25.0,0.067,6.360913103643057,2684.3332171715742,0.204886,0.0,True,2624.9
R065447,C,2,S006>S008,S006:[医疗:1|食品:1] S008:[医疗:1],3,14.0,0.052000000000000005,6.186577901926176,2684.3332171715742,0.226678,0.0,True,2624.9
R065448,C,2,S008>S006,S008:[医疗:1|食品:1] S006:[医疗:1],3,14.0,0.052000000000000005,6.319177897553844,2684.3332171715742,0.210103,0.0,True,1267.5
R065449,C,2,S006>S008,S006:[医疗:1|食品:1] S008:[医疗:1|卫生:1],4,20.0,0.087,6.270073793595785,2750.3332171715742,0.216241,0.0,True,2594.9
R065450,C,2,S006>S008,S006:[医疗:1|食品:1] S008:[医疗:1|食品:1],4,22.0,0.08,6.304213668435317,2750.3332171715742,0.211973,0.0,True,2594.9
R065451,C,2,S006>S008,S006:[医疗:1|食品:1|卫生:1] S008:[卫生:1],4,23.0,0.11000000000000001,6.264077335375678,2750.333217171574,0.21699,0.0,True,2558.9
R065452,C,2,S006>S008,S006:[医疗:1|食品:1|卫生:1] S008:[食品:1],4,25.0,0.10300000000000001,6.2961143187997255,2750.333217171574,0.212986,0.0,True,2558.9
R065453,C,2,S006>S008,S006:[医疗:1|食品:1|卫生:1] S008:[医疗:1],4,20.0,0.08700000000000001,6.222458651090205,2750.333217171574,0.222193,0.0,True,2558.9
R065454,C,2,S006>S008,S006:[医疗:1|食品:1|卫生:1] S008:[医疗:1|卫生:1],5,26.0,0.12200000000000001,6.313323593332647,2816.333217171574,0.210835,0.0,True,2528.9
R065455,C,2,S006>S008,S006:[医疗:1|食品:1|卫生:1] S008:[医疗:1|食品:1],5,28.0,0.11500000000000002,6.350047693729882,2816.333217171574,0.206244,0.0,True,2528.9
R065456,C,2,S006>S008,S006:[医疗:1|饮水:1] S008:[卫生:1],3,23.0,0.07400000000000001,6.264077335375678,2684.3332171715742,0.21699,0.0,True,2624.9
R065457,C,2,S006>S008,S006:[医疗:1|饮水:1] S008:[食品:1],3,25.0,0.067,6.2961143187997255,2684.3332171715742,0.212986,0.0,True,2624.9
R065458,C,2,S006>S008,S006:[医疗:1|饮水:1] S008:[医疗:1],3,20.0,0.051000000000000004,6.222458651090205,2684.3332171715742,0.222193,0.0,True,2624.9
R065459,C,2,S006>S008,S006:[医疗:1|饮水:1] S008:[医疗:1|卫生:1],4,26.0,0.086,6.313323593332647,2750.3332171715742,0.210835,0.0,True,2594.9
R065460,C,2,S006>S008,S006:[医疗:1|饮水:1] S008:[医疗:1|食品:1],4,28.0,0.079,6.350047693729882,2750.3332171715742,0.206244,0.0,True,2594.9
R065461,C,2,S006>S008,S006:[医疗:1|饮水:1|卫生:1] S008:[卫生:1],4,29.0,0.10900000000000001,6.311237544791018,2750.333217171574,0.211095,0.0,True,2558.9
R065462,C,2,S006>S008,S006:[医疗:1|饮水:1|卫生:1] S008:[食品:1],4,31.0,0.10200000000000001,6.346005831093725,2750.333217171574,0.206749,0.0,True,2558.9
R065463,C,2,S006>S008,S006:[医疗:1|饮水:1|卫生:1] S008:[医疗:1],4,26.0,0.08600000000000001,6.265708450827067,2750.333217171574,0.216786,0.0,True,2558.9
R065464,C,2,S006>S008,S006:[医疗:1|饮水:1|卫生:1] S008:[医疗:1|卫生:1],5,32.0,0.12100000000000001,6.364624575613217,2816.333217171574,0.204422,0.0,True,2528.9
R065465,C,2,S006>S008,S006:[医疗:1|饮水:1|食品:1] S008:[卫生:1],4,31.0,0.10200000000000001,6.32880314127244,2750.333217171574,0.2089,0.0,True,2558.9
R065466,C,2,S006>S008,S006:[医疗:1|饮水:1|食品:1] S008:[食品:1],4,33.0,0.095,6.364565636952168,2750.333217171574,0.204429,0.0,True,2558.9
R065467,C,2,S006>S008,S006:[医疗:1|饮水:1|食品:1] S008:[医疗:1],4,28.0,0.079,6.281866788351838,2750.333217171574,0.214767,0.0,True,2558.9
R065468,C,2,S006>S008,S006:[医疗:1|饮水:1|食品:1] S008:[医疗:1|卫生:1],5,34.0,0.114,6.38370061854946,2816.333217171574,0.202037,0.0,True,2528.9
R065469,C,2,S006>S008,S006:[医疗:1|饮水:1|食品:1|卫生:1] S008:[卫生:1],5,37.0,0.137,6.387680351839027,2816.333217171574,0.20154,0.0,True,2492.9
R065470,C,2,S006>S008,S006:[医疗:1|饮水:1|食品:1|卫生:1] S008:[医疗:1],5,34.0,0.114,6.3360854760438805,2816.333217171574,0.207989,0.0,True,2492.9
R065471,C,2,S006>S008,S006:[医疗:1|饮水:2] S008:[卫生:1],4,37.0,0.101,6.387680351839027,2750.333217171574,0.20154,0.0,True,2558.9
R065472,C,2,S006>S008,S006:[医疗:1|饮水:2] S008:[医疗:1],4,34.0,0.078,6.3360854760438805,2750.333217171574,0.207989,0.0,True,2558.9
R065473,C,2,S006>S009,S006:[卫生:1] S009:[食品:1],2,14.0,0.063,5.297819582850231,2237.502274846122,0.337773,0.0,False,inf
R065474,C,2,S009>S006,S009:[卫生:1] S006:[食品:1],2,14.0,0.063,5.312897806929623,2237.502274846122,0.335888,0.0,False,inf
R065475,C,2,S006>S009,S006:[卫生:1] S009:[饮水:1],2,20.0,0.062,5.3914514237323505,2237.502274846122,0.326069,0.0,True,9052.1
R065476,C,2,S009>S006,S009:[卫生:1] S006:[饮水:1],2,20.0,0.062,5.371467076422895,2237.502274846122,0.328567,0.0,True,9744.7
R065477,C,2,S006>S009,S006:[卫生:1] S009:[饮水:1|食品:1],3,28.0,0.09,5.5551044618452545,2303.502274846122,0.305612,0.0,True,8986.1
R065478,C,2,S009>S006,S009:[卫生:1] S006:[饮水:1|食品:1],3,28.0,0.09,5.470368723037533,2303.502274846122,0.316204,0.0,True,9678.7
R065479,C,2,S006>S009,S006:[卫生:1] S009:[医疗:1],2,9.0,0.047,5.24035121023047,2237.502274846122,0.344956,0.0,True,9052.1
R065480,C,2,S009>S006,S009:[卫生:1] S006:[医疗:1],2,9.0,0.047,5.274024718791276,2237.502274846122,0.340747,0.0,True,9744.7
R065481,C,2,S006>S009,S006:[卫生:1] S009:[医疗:1|食品:1],3,17.0,0.07500000000000001,5.3414916337286416,2303.502274846122,0.332314,0.0,True,8986.1
R065482,C,2,S009>S006,S009:[卫生:1] S006:[医疗:1|食品:1],3,17.0,0.07500000000000001,5.340566802512646,2303.502274846122,0.332429,0.0,True,9678.7
R065483,C,2,S006>S009,S006:[卫生:1] S009:[医疗:1|饮水:1],3,23.0,0.07400000000000001,5.447587659689731,2303.502274846122,0.319052,0.0,True,8986.1
R065484,C,2,S009>S006,S009:[卫生:1] S006:[医疗:1|饮水:1],3,23.0,0.07400000000000001,5.405666723909599,2303.502274846122,0.324292,0.0,True,9678.7
R065485,C,2,S006>S009,S006:[卫生:1] S009:[医疗:1|饮水:1|食品:1],4,31.0,0.10200000000000001,5.628360881961972,2369.502274846122,0.296455,0.0,True,8920.1
R065486,C,2,S009>S006,S009:[卫生:1] S006:[医疗:1|饮水:1|食品:1],4,31.0,0.10200000000000001,5.514134858858981,2369.502274846122,0.310733,0.0,True,9612.7
R065487,C,2,S006>S009,S006:[食品:1] S009:[食品:1],2,16.0,0.056,5.308982343645347,2237.502274846122,0.336377,0.0,False,inf
R065488,C,2,S009>S006,S009:[食品:1] S006:[食品:1],2,16.0,0.056,5.3467074297140895,2237.502274846122,0.331662,0.0,False,inf
R065489,C,2,S006>S009,S006:[食品:1] S009:[饮水:1],2,22.0,0.055,5.4050255356994175,2237.502274846122,0.324372,0.0,True,9052.1
R065490,C,2,S009>S006,S009:[食品:1] S006:[饮水:1],2,22.0,0.055,5.409614721081278,2237.502274846122,0.323798,0.0,True,9744.7
R065491,C,2,S006>S009,S006:[食品:1] S009:[饮水:1|食品:1],3,30.0,0.083,5.572190517457297,2303.502274846122,0.303476,0.0,True,8986.1
R065492,C,2,S009>S006,S009:[食品:1] S006:[饮水:1|食品:1],3,30.0,0.083,5.514834355937982,2303.502274846122,0.310646,0.0,True,9678.7
R065493,C,2,S006>S009,S006:[食品:1] S009:[医疗:1],2,11.0,0.04,5.2494865050576465,2237.502274846122,0.343814,0.0,True,9052.1
R065494,C,2,S009>S006,S009:[食品:1] S006:[医疗:1],2,11.0,0.04,5.304186929361437,2237.502274846122,0.336977,0.0,True,9744.7
R065495,C,2,S006>S009,S006:[食品:1] S009:[医疗:1|食品:1],3,19.0,0.068,5.353849421979536,2303.502274846122,0.330769,0.0,True,8986.1
R065496,C,2,S009>S006,S009:[食品:1] S006:[医疗:1|食品:1],3,19.0,0.068,5.376526280242919,2303.502274846122,0.327934,0.0,True,9678.7
R065497,C,2,S006>S009,S006:[食品:1] S009:[医疗:1|饮水:1],3,25.0,0.067,5.462421953292493,2303.502274846122,0.317197,0.0,True,8986.1
R065498,C,2,S009>S006,S009:[食品:1] S006:[医疗:1|饮水:1],3,25.0,0.067,5.446081435913603,2303.502274846122,0.31924,0.0,True,9678.7
R065499,C,2,S006>S009,S006:[食品:1] S009:[医疗:1|饮水:1|食品:1],4,33.0,0.095,5.646920687820415,2369.502274846122,0.294135,0.0,True,8920.1
R065500,C,2,S009>S006,S009:[食品:1] S006:[医疗:1|饮水:1|食品:1],4,33.0,0.095,5.561251769134513,2369.502274846122,0.304844,0.0,True,9612.7
R065501,C,2,S006>S009,S006:[食品:1|卫生:1] S009:[食品:1],3,22.0,0.091,5.347274443981326,2303.502274846122,0.331591,0.0,False,inf
R065502,C,2,S009>S006,S009:[食品:1|卫生:1] S006:[食品:1],3,22.0,0.091,5.469291479466035,2303.502274846122,0.316339,0.0,False,inf
R065503,C,2,S006>S009,S006:[食品:1|卫生:1] S009:[饮水:1],3,28.0,0.09,5.450859560993984,2303.502274846122,0.318643,0.0,True,8986.1
R065504,C,2,S009>S006,S009:[食品:1|卫生:1] S006:[饮水:1],3,28.0,0.09,5.545766697322893,2303.502274846122,0.306779,0.0,True,9714.7
R065505,C,2,S006>S009,S006:[食品:1|卫生:1] S009:[饮水:1|食品:1],4,36.0,0.118,5.629474056014643,2369.502274846122,0.296316,0.0,True,8920.1
R065506,C,2,S009>S006,S009:[食品:1|卫生:1] S006:[饮水:1|食品:1],4,36.0,0.118,5.6715840118363,2369.502274846122,0.291052,0.0,True,9648.7
R065507,C,2,S006>S009,S006:[食品:1|卫生:1] S009:[医疗:1],3,17.0,0.075,5.281771824106009,2303.502274846122,0.339779,0.0,True,8986.1
R065508,C,2,S009>S006,S009:[食品:1|卫生:1] S006:[医疗:1],3,17.0,0.075,5.415964776798006,2303.502274846122,0.323004,0.0,True,9714.7
R065509,C,2,S006>S009,S006:[食品:1|卫生:1] S009:[医疗:1|食品:1],4,25.0,0.10300000000000001,5.395836832262102,2369.502274846122,0.32552,0.0,True,8920.1
R065510,C,2,S009>S006,S009:[食品:1|卫生:1] S006:[医疗:1|食品:1],4,25.0,0.10300000000000001,5.505758194298361,2369.502274846122,0.31178,0.0,True,9648.7
R065511,C,2,S006>S009,S006:[食品:1|卫生:1] S009:[医疗:1|饮水:1],4,31.0,0.10200000000000001,5.512313465586493,2369.502274846122,0.310961,0.0,True,8920.1
R065512,C,2,S009>S006,S009:[食品:1|卫生:1] S006:[医疗:1|饮水:1],4,31.0,0.10200000000000001,5.589532833144341,2369.502274846122,0.301308,0.0,True,9648.7
R065513,C,2,S006>S009,S006:[食品:1|卫生:1] S009:[医疗:1|饮水:1|食品:1],5,39.0,0.13,5.7091206632159475,2435.5022748461215,0.28636,0.0,True,8854.1
R065514,C,2,S009>S006,S009:[食品:1|卫生:1] S006:[医疗:1|饮水:1|食品:1],5,39.0,0.13,5.726846097179254,2435.502274846122,0.284144,0.0,True,9582.7
R065515,C,2,S006>S009,S006:[饮水:1] S009:[食品:1],2,22.0,0.055,5.347274443981326,2237.502274846122,0.331591,0.0,True,2690.9
R065516,C,2,S009>S006,S009:[饮水:1] S006:[食品:1],2,22.0,0.055,5.469291479466035,2237.502274846122,0.316339,0.0,True,1714.3
R065517,C,2,S006>S009,S006:[饮水:1] S009:[饮水:1],2,28.0,0.054,5.450859560993984,2237.502274846122,0.318643,0.0,True,2690.9
R065518,C,2,S009>S006,S009:[饮水:1] S006:[饮水:1],2,28.0,0.054,5.545766697322893,2237.502274846122,0.306779,0.0,True,1714.3
R065519,C,2,S006>S009,S006:[饮水:1] S009:[饮水:1|食品:1],3,36.0,0.082,5.629474056014643,2303.502274846122,0.296316,0.0,True,2660.9
R065520,C,2,S009>S006,S009:[饮水:1] S006:[饮水:1|食品:1],3,36.0,0.082,5.6715840118363,2303.502274846122,0.291052,0.0,True,1648.3
R065521,C,2,S006>S009,S006:[饮水:1] S009:[医疗:1],2,17.0,0.039,5.281771824106009,2237.502274846122,0.339779,0.0,True,2690.9
R065522,C,2,S009>S006,S009:[饮水:1] S006:[医疗:1],2,17.0,0.039,5.415964776798006,2237.502274846122,0.323004,0.0,True,1714.3
R065523,C,2,S006>S009,S006:[饮水:1] S009:[医疗:1|食品:1],3,25.0,0.067,5.395836832262102,2303.502274846122,0.32552,0.0,True,2660.9
R065524,C,2,S009>S006,S009:[饮水:1] S006:[医疗:1|食品:1],3,25.0,0.067,5.505758194298361,2303.502274846122,0.31178,0.0,True,1648.3
R065525,C,2,S006>S009,S006:[饮水:1] S009:[医疗:1|饮水:1],3,31.0,0.066,5.512313465586493,2303.502274846122,0.310961,0.0,True,2660.9
R065526,C,2,S009>S006,S009:[饮水:1] S006:[医疗:1|饮水:1],3,31.0,0.066,5.589532833144341,2303.502274846122,0.301308,0.0,True,1648.3
R065527,C,2,S006>S009,S006:[饮水:1] S009:[医疗:1|饮水:1|食品:1],4,39.0,0.094,5.7091206632159475,2369.502274846122,0.28636,0.0,True,2630.9
R065528,C,2,S009>S006,S009:[饮水:1] S006:[医疗:1|饮水:1|食品:1],4,39.0,0.094,5.726846097179254,2369.502274846122,0.284144,0.0,True,1582.3
R065529,C,2,S006>S009,S006:[饮水:1|卫生:1] S009:[食品:1],3,28.0,0.09,5.393108469275893,2303.502274846122,0.325861,0.0,True,2624.9
R065530,C,2,S009>S006,S009:[饮水:1|卫生:1] S006:[食品:1],3,28.0,0.09,5.622954824897529,2303.502274846122,0.297131,0.0,True,1648.3
R065531,C,2,S006>S009,S006:[饮水:1|卫生:1] S009:[饮水:1],3,34.0,0.089,5.505078248686026,2303.502274846122,0.311865,0.0,True,2624.9
R065532,C,2,S009>S006,S009:[饮水:1|卫生:1] S006:[饮水:1],3,34.0,0.089,5.7145140542864965,2303.502274846122,0.285686,0.0,True,1648.3
R065533,C,2,S006>S009,S006:[饮水:1|卫生:1] S009:[饮水:1|食品:1],4,42.0,0.11699999999999999,5.697038955734555,2369.502274846122,0.28787,0.0,True,2594.9
R065534,C,2,S009>S006,S009:[饮水:1|卫生:1] S006:[饮水:1|食品:1],4,42.0,0.11699999999999999,5.864341210412488,2369.502274846122,0.266957,0.0,True,1582.3
R065535,C,2,S006>S009,S006:[饮水:1|卫生:1] S009:[医疗:1],3,23.0,0.074,5.321282729036708,2303.502274846122,0.33484,0.0,True,2624.9
R065536,C,2,S009>S006,S009:[饮水:1|卫生:1] S006:[医疗:1],3,23.0,0.074,5.5582528257695945,2303.502274846122,0.305218,0.0,True,1648.3
R065537,C,2,S006>S009,S006:[饮水:1|卫生:1] S009:[医疗:1|食品:1],4,31.0,0.10200000000000001,5.445728344556102,2369.502274846122,0.319284,0.0,True,2594.9
R065538,C,2,S009>S006,S009:[饮水:1|卫生:1] S006:[医疗:1|食品:1],4,31.0,0.10200000000000001,5.666720960718976,2369.502274846122,0.29166,0.0,True,1582.3
R065539,C,2,S006>S009,S006:[饮水:1|卫生:1] S009:[医疗:1|饮水:1],4,37.0,0.101,5.57119067615308,2369.502274846122,0.303601,0.0,True,2594.9
R065540,C,2,S009>S006,S009:[饮水:1|卫生:1] S006:[医疗:1|饮水:1],4,37.0,0.101,5.766660874914454,2369.502274846122,0.279167,0.0,True,1582.3
R065541,C,2,S006>S009,S006:[饮水:1|卫生:1] S009:[医疗:1|饮水:1|食品:1],5,45.0,0.129,5.782582725478294,2435.5022748461215,0.277177,0.0,True,2564.9
R065542,C,2,S009>S006,S009:[饮水:1|卫生:1] S006:[医疗:1|饮水:1|食品:1],5,45.0,0.129,5.930212293897524,2435.502274846122,0.258723,0.0,True,1516.3
R065543,C,2,S006>S009,S006:[饮水:1|食品:1] S009:[食品:1],3,30.0,0.083,5.4101945248879355,2303.502274846122,0.323726,0.0,True,2624.9
R065544,C,2,S009>S006,S009:[饮水:1|食品:1] S006:[食品:1],3,30.0,0.083,5.681323570729566,2303.502274846122,0.289835,0.0,True,1648.3
R065545,C,2,S006>S009,S006:[饮水:1|食品:1] S009:[饮水:1],3,36.0,0.082,5.525229155163372,2303.502274846122,0.309346,0.0,True,2624.9
R065546,C,2,S009>S006,S009:[饮水:1|食品:1] S006:[饮水:1],3,36.0,0.082,5.778396468243127,2303.502274846122,0.2777,0.0,True,1648.3
R065547,C,2,S006>S009,S006:[饮水:1|食品:1] S009:[饮水:1|食品:1],4,44.0,0.11,5.722193722248667,2369.502274846122,0.284726,0.0,True,2594.9
R065548,C,2,S009>S006,S009:[饮水:1|食品:1] S006:[饮水:1|食品:1],4,44.0,0.11,5.937225570890226,2369.502274846122,0.257847,0.0,True,1582.3
R065549,C,2,S006>S009,S006:[饮水:1|食品:1] S009:[医疗:1],3,25.0,0.067,5.3361170226394705,2303.502274846122,0.332985,0.0,True,2624.9
R065550,C,2,S009>S006,S009:[饮水:1|食品:1] S006:[医疗:1],3,25.0,0.067,5.612570650705187,2303.502274846122,0.298429,0.0,True,1648.3
R065551,C,2,S006>S009,S006:[饮水:1|食品:1] S009:[医疗:1|食品:1],4,33.0,0.095,5.464288150414545,2369.502274846122,0.316964,0.0,True,2594.9
R065552,C,2,S009>S006,S009:[饮水:1|食品:1] S006:[医疗:1|食品:1],4,33.0,0.095,5.727740983926097,2369.502274846122,0.284032,0.0,True,1582.3
R065553,C,2,S006>S009,S006:[饮水:1|食品:1] S009:[医疗:1|饮水:1],4,39.0,0.094,5.5930732468404685,2369.502274846122,0.300866,0.0,True,2594.9
