task_id,box_id,delivery_offset_s,deadline_s
R047754,B004,1410.9,inf
R047754,B005,1410.9,inf
R047754,B011,1410.9,inf
R047754,B012,1410.9,inf
R047754,B014,1410.9,inf
R047754,B015,1410.9,inf
R047754,B078,2219.9,7200.0
R047755,B001,1344.9,3600.0
R047755,B002,1344.9,inf
R047755,B003,1344.9,3600.0
R047755,B004,1344.9,inf
R047755,B005,1344.9,inf
R047755,B011,1344.9,inf
R047755,B012,1344.9,inf
R047755,B013,1344.9,inf
R047755,B080,2153.9,inf
R047756,B001,1344.9,3600.0
R047756,B002,1344.9,inf
R047756,B003,1344.9,3600.0
R047756,B004,1344.9,inf
R047756,B005,1344.9,inf
R047756,B011,1344.9,inf
R047756,B012,1344.9,inf
R047756,B013,1344.9,inf
R047756,B078,2153.9,7200.0
R047765,B001,1344.9,3600.0
R047765,B002,1344.9,inf
R047765,B003,1344.9,3600.0
R047765,B004,1344.9,inf
R047765,B005,1344.9,inf
R047765,B006,1344.9,inf
R047765,B014,1344.9,inf
R047765,B015,1344.9,inf
R047765,B078,2153.9,7200.0
R047768,B001,1344.9,3600.0
R047768,B002,1344.9,inf
R047768,B003,1344.9,3600.0
R047768,B004,1344.9,inf
R047768,B005,1344.9,inf
R047768,B006,1344.9,inf
R047768,B011,1344.9,inf
R047768,B014,1344.9,inf
R047768,B078,2153.9,7200.0
R047821,B021,1750.5,inf
R047821,B033,1285.6,7200.0
R047950,B017,1188.9,3600.0
R047950,B037,1653.0,inf
R047952,B017,1188.9,3600.0
R047952,B036,1653.0,inf
R047967,B017,1188.9,3600.0
R047967,B032,1653.0,7200.0
R048089,B017,1254.9,3600.0
R048089,B018,1254.9,inf
R048089,B036,1719.0,inf
R048138,B016,1188.9,3600.0
R048138,B037,1653.0,inf
R048162,B016,1188.9,3600.0
R048162,B032,1653.0,7200.0
R048521,B023,1766.6,inf
R048521,B039,1140.7,10800.0
R048521,B040,1140.7,inf
R048534,B023,1700.6,inf
R048534,B038,1074.7,10800.0
R048585,B021,1832.6,inf
R048585,B039,1206.7,10800.0
R048585,B040,1206.7,inf
R048585,B041,1206.7,inf
R048754,B017,1188.9,3600.0
R048754,B043,1817.3,inf
R048760,B017,1188.9,3600.0
R048760,B039,1817.3,10800.0
R048778,B017,1188.9,3600.0
R048778,B038,1817.3,10800.0
R048994,B017,1254.9,3600.0
R048994,B018,1254.9,inf
R048994,B038,1883.3,10800.0
R049099,B017,1320.9,3600.0
R049099,B018,1320.9,inf
R049099,B019,1320.9,inf
R049099,B042,1949.3,inf
R049103,B017,1320.9,3600.0
R049103,B018,1320.9,inf
R049103,B019,1320.9,inf
R049103,B039,1949.3,10800.0
R049129,B017,1386.9,3600.0
R049129,B018,1386.9,inf
R049129,B019,1386.9,inf
R049129,B020,1386.9,inf
R049129,B038,2015.3,10800.0
R049130,B016,1188.9,3600.0
R049130,B043,1817.3,inf
R049749,B023,1188.9,inf
R049749,B049,2127.9,inf
R049751,B023,1188.9,inf
R049751,B048,2127.9,inf
R049753,B023,1923.6,inf
R049753,B048,975.1,inf
R049753,B049,975.1,inf
R049754,B023,1857.6,inf
R049754,B045,909.1,3600.0
R049755,B023,1923.6,inf
R049755,B045,975.1,3600.0
R049755,B049,975.1,inf
R049756,B023,1923.6,inf
R049756,B045,975.1,3600.0
R049756,B048,975.1,inf
R049757,B023,1188.9,inf
R049757,B044,2127.9,3600.0
R049759,B023,1218.9,inf
R049759,B044,2193.9,3600.0
R049759,B049,2193.9,inf
R049760,B023,1923.6,inf
R049760,B044,975.1,3600.0
R049760,B049,975.1,inf
R049761,B023,1923.6,inf
R049761,B044,975.1,3600.0
R049761,B048,975.1,inf
R049762,B023,1989.6,inf
R049762,B044,1041.1,3600.0
R049762,B048,1041.1,inf
R049762,B049,1041.1,inf
R049763,B023,1923.6,inf
R049763,B044,975.1,3600.0
R049763,B045,975.1,3600.0
R049764,B023,1989.6,inf
R049764,B044,1041.1,3600.0
R049764,B045,1041.1,3600.0
R049764,B049,1041.1,inf
R049765,B021,1188.9,inf
R049765,B049,2127.9,inf
R049766,B021,1857.6,inf
R049766,B049,909.1,inf
R049767,B021,1188.9,inf
R049767,B048,2127.9,inf
R049768,B021,1857.6,inf
R049768,B048,909.1,inf
R049769,B021,1923.6,inf
R049769,B048,975.1,inf
R049769,B049,975.1,inf
R049770,B021,1857.6,inf
R049770,B045,909.1,3600.0
R049771,B021,1188.9,inf
R049771,B044,2127.9,3600.0
R049772,B021,1857.6,inf
R049772,B044,909.1,3600.0
R049773,B021,1923.6,inf
R049773,B044,975.1,3600.0
R049773,B049,975.1,inf
R049774,B021,1923.6,inf
R049774,B044,975.1,3600.0
R049774,B048,975.1,inf
R049775,B021,1989.6,inf
R049775,B044,1041.1,3600.0
R049775,B048,1041.1,inf
R049775,B049,1041.1,inf
R049776,B021,1923.6,inf
R049776,B044,975.1,3600.0
R049776,B045,975.1,3600.0
R049779,B021,1254.9,inf
R049779,B022,1254.9,inf
R049779,B044,2193.9,3600.0
R049780,B017,1188.9,3600.0
R049780,B044,2127.9,3600.0
R049781,B017,1857.6,3600.0
R049781,B044,909.1,3600.0
R049782,B016,1188.9,3600.0
R049782,B049,2127.9,inf
R049784,B016,1188.9,3600.0
R049784,B048,2127.9,inf
R049788,B016,1923.6,3600.0
R049788,B045,975.1,3600.0
R049788,B049,975.1,inf
R049789,B016,1923.6,3600.0
R049789,B045,975.1,3600.0
R049789,B048,975.1,inf
R049790,B016,1989.6,3600.0
R049790,B045,1041.1,3600.0
R049790,B048,1041.1,inf
R049790,B049,1041.1,inf
R049792,B016,1188.9,3600.0
R049792,B044,2127.9,3600.0
R049793,B016,1857.6,3600.0
R049793,B044,909.1,3600.0
R049794,B016,1218.9,3600.0
R049794,B044,2193.9,3600.0
R049794,B049,2193.9,inf
R049796,B016,1218.9,3600.0
R049796,B044,2193.9,3600.0
R049796,B048,2193.9,inf
R049798,B016,1989.6,3600.0
R049798,B044,1041.1,3600.0
R049798,B048,1041.1,inf
R049798,B049,1041.1,inf
R049800,B016,1989.6,3600.0
R049800,B044,1041.1,3600.0
R049800,B045,1041.1,3600.0
R049800,B049,1041.1,inf
R049801,B016,1989.6,3600.0
R049801,B044,1041.1,3600.0
R049801,B045,1041.1,3600.0
R049801,B048,1041.1,inf
R049812,B016,2055.6,3600.0
R049812,B023,2055.6,inf
R049812,B044,1071.1,3600.0
R049812,B048,1071.1,inf
R049812,B049,1071.1,inf
R049822,B016,1254.9,3600.0
R049822,B017,1254.9,3600.0
R049822,B044,2193.9,3600.0
R049832,B023,1188.9,inf
R049832,B060,1613.0,10800.0
R049833,B023,1480.4,inf
R049833,B060,1055.3,10800.0
R049846,B021,1188.9,inf
R049846,B060,1613.0,10800.0
R049847,B021,1480.4,inf
R049847,B060,1055.3,10800.0
R049874,B021,1254.9,inf
R049874,B022,1254.9,inf
R049874,B060,1679.0,10800.0
R049875,B021,1546.4,inf
R049875,B022,1546.4,inf
R049875,B060,1085.3,10800.0
R049902,B017,1188.9,3600.0
R049902,B060,1613.0,10800.0
R049903,B017,1480.4,3600.0
R049903,B060,1055.3,10800.0
R049982,B017,1254.9,3600.0
R049982,B018,1254.9,inf
R049982,B061,1679.0,10800.0
R049986,B017,1254.9,3600.0
R049986,B018,1254.9,inf
R049986,B060,1679.0,10800.0
R049987,B017,1546.4,3600.0
R049987,B018,1546.4,inf
R049987,B060,1085.3,10800.0
R050065,B017,1320.9,3600.0
R050065,B018,1320.9,inf
R050065,B019,1320.9,inf
R050065,B060,1745.0,10800.0
R050066,B017,1612.4,3600.0
R050066,B018,1612.4,inf
R050066,B019,1612.4,inf
R050066,B060,1115.3,10800.0
R050108,B017,1386.9,3600.0
R050108,B018,1386.9,inf
R050108,B019,1386.9,inf
R050108,B020,1386.9,inf
R050108,B062,1811.0,inf
R050110,B017,1678.4,3600.0
R050110,B018,1678.4,inf
R050110,B019,1678.4,inf
R050110,B020,1678.4,inf
R050110,B061,1145.3,10800.0
R050111,B017,1386.9,3600.0
R050111,B018,1386.9,inf
R050111,B019,1386.9,inf
R050111,B020,1386.9,inf
R050111,B060,1811.0,10800.0
R050112,B017,1678.4,3600.0
R050112,B018,1678.4,inf
R050112,B019,1678.4,inf
R050112,B020,1678.4,inf
R050112,B060,1145.3,10800.0
R050113,B017,1416.9,3600.0
R050113,B018,1416.9,inf
R050113,B019,1416.9,inf
R050113,B020,1416.9,inf
R050113,B060,1877.0,10800.0
R050113,B062,1877.0,inf
R050125,B016,1188.9,3600.0
R050125,B060,1613.0,10800.0
R050126,B016,1480.4,3600.0
R050126,B060,1055.3,10800.0
R050413,B023,1863.9,inf
R050413,B063,1059.8,3600.0
R050423,B021,1863.9,inf
R050423,B064,1059.8,3600.0
R050519,B017,1254.9,3600.0
R050519,B018,1254.9,inf
R050519,B065,2045.8,inf
R050529,B016,1188.9,3600.0
R050529,B065,1979.8,inf
R050651,B023,1605.5,inf
R050651,B067,872.5,10800.0
R050653,B023,1671.5,inf
R050653,B067,938.5,10800.0
R050653,B068,938.5,inf
R050655,B023,1605.5,inf
R050655,B066,872.5,10800.0
R050659,B023,1671.5,inf
R050659,B066,938.5,10800.0
R050659,B067,938.5,10800.0
R050665,B021,1605.5,inf
R050665,B067,872.5,10800.0
R050669,B021,1605.5,inf
R050669,B066,872.5,10800.0
R050679,B021,1671.5,inf
R050679,B023,1671.5,inf
R050679,B067,902.5,10800.0
R050683,B021,1671.5,inf
R050683,B023,1671.5,inf
R050683,B066,902.5,10800.0
R050693,B021,1671.5,inf
R050693,B022,1671.5,inf
R050693,B067,902.5,10800.0
R050695,B021,1737.5,inf
R050695,B022,1737.5,inf
R050695,B067,968.5,10800.0
R050695,B068,968.5,inf
R050697,B021,1671.5,inf
R050697,B022,1671.5,inf
R050697,B066,902.5,10800.0
R050699,B021,1737.5,inf
R050699,B022,1737.5,inf
R050699,B066,968.5,10800.0
R050699,B068,968.5,inf
R050701,B021,1737.5,inf
R050701,B022,1737.5,inf
R050701,B066,968.5,10800.0
R050701,B067,968.5,10800.0
R050707,B021,1737.5,inf
R050707,B022,1737.5,inf
R050707,B023,1737.5,inf
R050707,B067,932.5,10800.0
R050709,B021,1803.5,inf
R050709,B022,1803.5,inf
R050709,B023,1803.5,inf
R050709,B067,998.5,10800.0
R050709,B068,998.5,inf
R050711,B021,1737.5,inf
R050711,B022,1737.5,inf
R050711,B023,1737.5,inf
R050711,B066,932.5,10800.0
R050871,B017,1320.9,3600.0
R050871,B018,1320.9,inf
R050871,B019,1320.9,inf
R050871,B068,2054.7,inf
R050873,B017,1320.9,3600.0
R050873,B018,1320.9,inf
R050873,B019,1320.9,inf
R050873,B067,2054.7,10800.0
R050876,B017,1320.9,3600.0
R050876,B018,1320.9,inf
R050876,B019,1320.9,inf
R050876,B066,2054.7,10800.0
R050902,B017,1386.9,3600.0
R050902,B018,1386.9,inf
R050902,B019,1386.9,inf
R050902,B020,1386.9,inf
R050902,B066,2120.7,10800.0
R050910,B016,1188.9,3600.0
R050910,B066,1922.7,10800.0
R051161,B023,1816.7,inf
R051161,B069,1250.2,3600.0
R051175,B021,1816.7,inf
R051175,B069,1250.2,3600.0
R051220,B017,1188.9,3600.0
R051220,B071,1749.4,inf
R051438,B021,1640.4,inf
R051438,B073,1031.6,3600.0
R051630,B016,1188.9,3600.0
R051630,B074,1784.5,inf
R051710,B016,1416.9,3600.0
R051710,B021,1416.9,inf
R051710,B022,1416.9,inf
R051710,B023,1416.9,inf
R051710,B072,2048.5,3600.0
R051710,B073,2048.5,3600.0
R051711,B016,1904.4,3600.0
R051711,B021,1904.4,inf
R051711,B022,1904.4,inf
R051711,B023,1904.4,inf
R051711,B072,1187.6,3600.0
R051711,B073,1187.6,3600.0
R051712,B016,1446.9,3600.0
R051712,B021,1446.9,inf
R051712,B022,1446.9,inf
R051712,B023,1446.9,inf
R051712,B072,2114.5,3600.0
R051712,B073,2114.5,3600.0
R051712,B074,2114.5,inf
R051713,B016,1970.4,3600.0
R051713,B021,1970.4,inf
R051713,B022,1970.4,inf
R051713,B023,1970.4,inf
R051713,B072,1253.6,3600.0
R051713,B073,1253.6,3600.0
R051713,B074,1253.6,inf
R051769,B016,1386.9,3600.0
R051769,B017,1386.9,3600.0
R051769,B021,1386.9,inf
R051769,B022,1386.9,inf
R051769,B074,1982.5,inf
R051770,B016,1838.4,3600.0
R051770,B017,1838.4,3600.0
R051770,B021,1838.4,inf
R051770,B022,1838.4,inf
R051770,B074,1121.6,inf
R051771,B016,1386.9,3600.0
R051771,B017,1386.9,3600.0
R051771,B021,1386.9,inf
R051771,B022,1386.9,inf
R051771,B073,1982.5,3600.0
R051806,B016,1838.4,3600.0
R051806,B017,1838.4,3600.0
R051806,B018,1838.4,inf
R051806,B023,1838.4,inf
R051806,B073,1121.6,3600.0
R051807,B016,1386.9,3600.0
R051807,B017,1386.9,3600.0
R051807,B018,1386.9,inf
R051807,B023,1386.9,inf
R051807,B072,1982.5,3600.0
R051808,B016,1838.4,3600.0
R051808,B017,1838.4,3600.0
R051808,B018,1838.4,inf
R051808,B023,1838.4,inf
R051808,B072,1121.6,3600.0
R051809,B016,1416.9,3600.0
R051809,B017,1416.9,3600.0
R051809,B018,1416.9,inf
R051809,B023,1416.9,inf
R051809,B072,2048.5,3600.0
R051809,B074,2048.5,inf
R051810,B016,1904.4,3600.0
R051810,B017,1904.4,3600.0
R051810,B018,1904.4,inf
R051810,B023,1904.4,inf
R051810,B072,1187.6,3600.0
R051810,B074,1187.6,inf
R051811,B016,1416.9,3600.0
R051811,B017,1416.9,3600.0
R051811,B018,1416.9,inf
R051811,B023,1416.9,inf
R051811,B072,2048.5,3600.0
R051811,B073,2048.5,3600.0
R051812,B016,1904.4,3600.0
R051812,B017,1904.4,3600.0
R051812,B018,1904.4,inf
R051812,B023,1904.4,inf
R051812,B072,1187.6,3600.0
R051812,B073,1187.6,3600.0
R051820,B016,1904.4,3600.0
R051820,B017,1904.4,3600.0
R051820,B018,1904.4,inf
R051820,B021,1904.4,inf
R051820,B072,1187.6,3600.0
R051820,B074,1187.6,inf
R051824,B016,1452.9,3600.0
R051824,B017,1452.9,3600.0
R051824,B018,1452.9,inf
R051824,B021,1452.9,inf
R051824,B023,1452.9,inf
R051824,B072,2048.5,3600.0
R051825,B016,1904.4,3600.0
R051825,B017,1904.4,3600.0
R051825,B018,1904.4,inf
R051825,B021,1904.4,inf
R051825,B023,1904.4,inf
R051825,B072,1151.6,3600.0
R051830,B016,1386.9,3600.0
R051830,B017,1386.9,3600.0
R051830,B018,1386.9,inf
R051830,B019,1386.9,inf
R051830,B074,1982.5,inf
R051871,B029,1991.1,inf
R051871,B038,1074.7,10800.0
R052096,B029,1878.6,inf
R052096,B045,1041.1,3600.0
R052096,B046,1041.1,inf
R052096,B047,1041.1,inf
R052302,B025,1878.6,7200.0
R052302,B045,1041.1,3600.0
R052302,B046,1041.1,inf
R052302,B047,1041.1,inf
R052307,B025,1746.6,7200.0
R052307,B044,909.1,3600.0
R052551,B025,1411.4,7200.0
R052551,B026,1411.4,inf
R052551,B049,2251.3,inf
R052591,B025,2076.6,7200.0
R052591,B026,2076.6,inf
R052591,B044,1203.1,3600.0
R052591,B045,1203.1,3600.0
R052591,B046,1203.1,inf
R052591,B048,1203.1,inf
R052591,B049,1203.1,inf
R052593,B025,2076.6,7200.0
R052593,B026,2076.6,inf
R052593,B044,1203.1,3600.0
R052593,B045,1203.1,3600.0
R052593,B046,1203.1,inf
R052593,B047,1203.1,inf
R052593,B049,1203.1,inf
R052735,B025,1477.4,7200.0
R052735,B026,1477.4,inf
R052735,B027,1477.4,inf
R052735,B049,2317.3,inf
R052737,B025,1477.4,7200.0
R052737,B026,1477.4,inf
R052737,B027,1477.4,inf
R052737,B048,2317.3,inf
R052745,B025,2010.6,7200.0
R052745,B026,2010.6,inf
R052745,B027,2010.6,inf
R052745,B045,1101.1,3600.0
R052745,B048,1101.1,inf
R052745,B049,1101.1,inf
R052747,B025,2010.6,7200.0
R052747,B026,2010.6,inf
R052747,B027,2010.6,inf
R052747,B045,1101.1,3600.0
R052747,B046,1101.1,inf
R052747,B049,1101.1,inf
R052754,B025,1537.4,7200.0
R052754,B026,1537.4,inf
R052754,B027,1537.4,inf
R052754,B044,2449.3,3600.0
R052754,B048,2449.3,inf
R052754,B049,2449.3,inf
R052755,B025,2010.6,7200.0
R052755,B026,2010.6,inf
R052755,B027,2010.6,inf
R052755,B044,1101.1,3600.0
R052755,B048,1101.1,inf
R052755,B049,1101.1,inf
R052758,B025,2010.6,7200.0
R052758,B026,2010.6,inf
R052758,B027,2010.6,inf
R052758,B044,1101.1,3600.0
R052758,B045,1101.1,3600.0
R052758,B049,1101.1,inf
R052759,B025,2010.6,7200.0
R052759,B026,2010.6,inf
R052759,B027,2010.6,inf
R052759,B044,1101.1,3600.0
R052759,B045,1101.1,3600.0
R052759,B048,1101.1,inf
R052760,B025,2076.6,7200.0
R052760,B026,2076.6,inf
R052760,B027,2076.6,inf
R052760,B044,1167.1,3600.0
R052760,B045,1167.1,3600.0
R052760,B048,1167.1,inf
R052760,B049,1167.1,inf
R052761,B025,2010.6,7200.0
R052761,B026,2010.6,inf
R052761,B027,2010.6,inf
R052761,B044,1101.1,3600.0
R052761,B045,1101.1,3600.0
R052761,B046,1101.1,inf
R052806,B025,1543.4,7200.0
R052806,B026,1543.4,inf
R052806,B027,1543.4,inf
R052806,B028,1543.4,inf
R052806,B049,2383.3,inf
R052807,B025,1944.6,7200.0
R052807,B026,1944.6,inf
R052807,B027,1944.6,inf
R052807,B028,1944.6,inf
R052807,B049,999.1,inf
R052808,B025,1944.6,7200.0
R052808,B026,1944.6,inf
R052808,B027,1944.6,inf
R052808,B028,1944.6,inf
R052808,B048,999.1,inf
R052809,B025,1543.4,7200.0
R052809,B026,1543.4,inf
R052809,B027,1543.4,inf
R052809,B028,1543.4,inf
R052809,B044,2383.3,3600.0
R052810,B025,1944.6,7200.0
R052810,B026,1944.6,inf
R052810,B027,1944.6,inf
R052810,B028,1944.6,inf
R052810,B044,999.1,3600.0
R052811,B025,2010.6,7200.0
R052811,B026,2010.6,inf
R052811,B027,2010.6,inf
R052811,B028,2010.6,inf
R052811,B044,1065.1,3600.0
R052811,B049,1065.1,inf
R052814,B024,1345.4,7200.0
R052814,B048,2185.3,inf
R052827,B024,1812.6,7200.0
R052827,B045,975.1,3600.0
R052827,B046,975.1,inf
R052841,B024,1746.6,7200.0
R052841,B044,909.1,3600.0
R053586,B024,1609.4,7200.0
R053586,B025,1609.4,7200.0
R053586,B026,1609.4,inf
R053586,B027,1609.4,inf
R053586,B028,1609.4,inf
R053586,B044,2449.3,3600.0
R053589,B031,1572.9,inf
R053589,B054,1113.7,inf
R053591,B031,1572.9,inf
R053591,B053,1113.7,inf
R053610,B031,1345.4,inf
R053610,B050,1803.5,3600.0
R053611,B031,1572.9,inf
R053611,B050,1113.7,3600.0
R053635,B029,1572.9,inf
R053635,B054,1113.7,inf
R053637,B029,1572.9,inf
R053637,B053,1113.7,inf
R053641,B029,1572.9,inf
R053641,B051,1113.7,3600.0
R053656,B029,1345.4,inf
R053656,B050,1803.5,3600.0
R053657,B029,1572.9,inf
R053657,B050,1113.7,3600.0
R053727,B029,1638.9,inf
R053727,B030,1638.9,inf
R053727,B054,1143.7,inf
R053729,B029,1638.9,inf
R053729,B030,1638.9,inf
R053729,B053,1143.7,inf
R053748,B029,1411.4,inf
R053748,B030,1411.4,inf
R053748,B050,1869.5,3600.0
R053749,B029,1638.9,inf
R053749,B030,1638.9,inf
R053749,B050,1143.7,3600.0
R053817,B025,1345.4,7200.0
R053817,B054,1803.5,inf
R053818,B025,1572.9,7200.0
R053818,B054,1113.7,inf
R053820,B025,1572.9,7200.0
R053820,B053,1113.7,inf
R053824,B025,1572.9,7200.0
R053824,B051,1113.7,3600.0
R053839,B025,1345.4,7200.0
R053839,B050,1803.5,3600.0
R053840,B025,1572.9,7200.0
R053840,B050,1113.7,3600.0
R054073,B025,1411.4,7200.0
R054073,B026,1411.4,inf
R054073,B054,1869.5,inf
R054074,B025,1638.9,7200.0
R054074,B026,1638.9,inf
R054074,B054,1143.7,inf
R054075,B025,1411.4,7200.0
R054075,B026,1411.4,inf
R054075,B053,1869.5,inf
R054076,B025,1638.9,7200.0
R054076,B026,1638.9,inf
R054076,B053,1143.7,inf
R054094,B025,1411.4,7200.0
R054094,B026,1411.4,inf
R054094,B050,1869.5,3600.0
R054095,B025,1638.9,7200.0
R054095,B026,1638.9,inf
R054095,B050,1143.7,3600.0
R054271,B025,1704.9,7200.0
R054271,B026,1704.9,inf
R054271,B027,1704.9,inf
R054271,B054,1173.7,inf
R054273,B025,1704.9,7200.0
R054273,B026,1704.9,inf
R054273,B027,1704.9,inf
R054273,B053,1173.7,inf
R054285,B025,1477.4,7200.0
R054285,B026,1477.4,inf
R054285,B027,1477.4,inf
R054285,B050,1935.5,3600.0
R054286,B025,1704.9,7200.0
R054286,B026,1704.9,inf
R054286,B027,1704.9,inf
R054286,B050,1173.7,3600.0
R054371,B025,1543.4,7200.0
R054371,B026,1543.4,inf
R054371,B027,1543.4,inf
R054371,B028,1543.4,inf
R054371,B054,2001.5,inf
R054372,B025,1770.9,7200.0
R054372,B026,1770.9,inf
R054372,B027,1770.9,inf
R054372,B028,1770.9,inf
R054372,B054,1203.7,inf
R054373,B025,1543.4,7200.0
R054373,B026,1543.4,inf
R054373,B027,1543.4,inf
R054373,B028,1543.4,inf
R054373,B053,2001.5,inf
R054374,B025,1770.9,7200.0
R054374,B026,1770.9,inf
R054374,B027,1770.9,inf
R054374,B028,1770.9,inf
R054374,B053,1203.7,inf
R054377,B025,1543.4,7200.0
R054377,B026,1543.4,inf
R054377,B027,1543.4,inf
R054377,B028,1543.4,inf
R054377,B050,2001.5,3600.0
R054378,B025,1770.9,7200.0
R054378,B026,1770.9,inf
R054378,B027,1770.9,inf
R054378,B028,1770.9,inf
R054378,B050,1203.7,3600.0
R054393,B024,1345.4,7200.0
R054393,B054,1803.5,inf
R054394,B024,1572.9,7200.0
R054394,B054,1113.7,inf
R054395,B024,1345.4,7200.0
R054395,B053,1803.5,inf
R054396,B024,1572.9,7200.0
R054396,B053,1113.7,inf
R054415,B024,1345.4,7200.0
R054415,B050,1803.5,3600.0
R054416,B024,1572.9,7200.0
R054416,B050,1113.7,3600.0
R054418,B024,1638.9,7200.0
R054418,B050,1179.7,3600.0
R054418,B054,1179.7,inf
R054461,B024,1411.4,7200.0
R054461,B031,1411.4,inf
R054461,B050,1869.5,3600.0
R054462,B024,1638.9,7200.0
R054462,B031,1638.9,inf
R054462,B050,1143.7,3600.0
R054508,B024,1638.9,7200.0
R054508,B029,1638.9,inf
R054508,B050,1143.7,3600.0
R054600,B024,1704.9,7200.0
R054600,B029,1704.9,inf
R054600,B030,1704.9,inf
R054600,B050,1173.7,3600.0
R054689,B024,1638.9,7200.0
R054689,B025,1638.9,7200.0
R054689,B050,1143.7,3600.0
R054934,B024,1704.9,7200.0
R054934,B025,1704.9,7200.0
R054934,B026,1704.9,inf
R054934,B050,1173.7,3600.0
R055104,B024,1770.9,7200.0
R055104,B025,1770.9,7200.0
R055104,B026,1770.9,inf
R055104,B027,1770.9,inf
R055104,B050,1203.7,3600.0
R055170,B024,1836.9,7200.0
R055170,B025,1836.9,7200.0
R055170,B026,1836.9,inf
R055170,B027,1836.9,inf
R055170,B028,1836.9,inf
R055170,B050,1233.7,3600.0
R055175,B031,1345.4,inf
R055175,B068,2158.4,inf
R055177,B031,1345.4,inf
R055177,B067,2158.4,10800.0
R055178,B031,1672.9,inf
R055178,B067,872.5,10800.0
R055179,B031,1375.4,inf
R055179,B067,2224.4,10800.0
R055179,B068,2224.4,inf
R055180,B031,1738.9,inf
R055180,B067,938.5,10800.0
R055180,B068,938.5,inf
R055181,B031,1345.4,inf
R055181,B066,2158.4,10800.0
R055182,B031,1672.9,inf
R055182,B066,872.5,10800.0
R055183,B031,1375.4,inf
R055183,B066,2224.4,10800.0
R055183,B068,2224.4,inf
R055185,B031,1375.4,inf
R055185,B066,2224.4,10800.0
R055185,B067,2224.4,10800.0
R055186,B031,1738.9,inf
R055186,B066,938.5,10800.0
R055186,B067,938.5,10800.0
R055187,B031,1405.4,inf
R055187,B066,2290.4,10800.0
R055187,B067,2290.4,10800.0
R055187,B068,2290.4,inf
R055189,B029,1345.4,inf
R055189,B068,2158.4,inf
R055191,B029,1345.4,inf
R055191,B067,2158.4,10800.0
R055192,B029,1672.9,inf
R055192,B067,872.5,10800.0
R055193,B029,1375.4,inf
R055193,B067,2224.4,10800.0
R055193,B068,2224.4,inf
R055195,B029,1345.4,inf
R055195,B066,2158.4,10800.0
R055196,B029,1672.9,inf
R055196,B066,872.5,10800.0
R055197,B029,1375.4,inf
R055197,B066,2224.4,10800.0
R055197,B068,2224.4,inf
R055199,B029,1375.4,inf
R055199,B066,2224.4,10800.0
R055199,B067,2224.4,10800.0
R055201,B029,1405.4,inf
R055201,B066,2290.4,10800.0
R055201,B067,2290.4,10800.0
R055201,B068,2290.4,inf
R055206,B029,1738.9,inf
R055206,B031,1738.9,inf
R055206,B067,902.5,10800.0
R055210,B029,1738.9,inf
R055210,B031,1738.9,inf
R055210,B066,902.5,10800.0
R055217,B029,1411.4,inf
R055217,B030,1411.4,inf
R055217,B068,2224.4,inf
R055219,B029,1411.4,inf
R055219,B030,1411.4,inf
R055219,B067,2224.4,10800.0
R055220,B029,1738.9,inf
R055220,B030,1738.9,inf
R055220,B067,902.5,10800.0
R055221,B029,1441.4,inf
R055221,B030,1441.4,inf
R055221,B067,2290.4,10800.0
R055221,B068,2290.4,inf
R055222,B029,1804.9,inf
R055222,B030,1804.9,inf
R055222,B067,968.5,10800.0
R055222,B068,968.5,inf
R055223,B029,1411.4,inf
R055223,B030,1411.4,inf
R055223,B066,2224.4,10800.0
R055224,B029,1738.9,inf
R055224,B030,1738.9,inf
R055224,B066,902.5,10800.0
R055225,B029,1441.4,inf
R055225,B030,1441.4,inf
R055225,B066,2290.4,10800.0
R055225,B068,2290.4,inf
R055226,B029,1804.9,inf
R055226,B030,1804.9,inf
R055226,B066,968.5,10800.0
R055226,B068,968.5,inf
R055227,B029,1441.4,inf
R055227,B030,1441.4,inf
R055227,B066,2290.4,10800.0
R055227,B067,2290.4,10800.0
R055228,B029,1804.9,inf
R055228,B030,1804.9,inf
R055228,B066,968.5,10800.0
R055228,B067,968.5,10800.0
R055229,B029,1471.4,inf
R055229,B030,1471.4,inf
R055229,B066,2356.4,10800.0
R055229,B067,2356.4,10800.0
R055229,B068,2356.4,inf
R055234,B029,1804.9,inf
R055234,B030,1804.9,inf
R055234,B031,1804.9,inf
R055234,B067,932.5,10800.0
R055238,B029,1804.9,inf
R055238,B030,1804.9,inf
R055238,B031,1804.9,inf
R055238,B066,932.5,10800.0
R055242,B029,1870.9,inf
R055242,B030,1870.9,inf
R055242,B031,1870.9,inf
R055242,B066,998.5,10800.0
R055242,B067,998.5,10800.0
R055245,B025,1345.4,7200.0
R055245,B068,2158.4,inf
R055247,B025,1345.4,7200.0
R055247,B067,2158.4,10800.0
R055249,B025,1375.4,7200.0
R055249,B067,2224.4,10800.0
R055249,B068,2224.4,inf
R055251,B025,1345.4,7200.0
R055251,B066,2158.4,10800.0
R055253,B025,1375.4,7200.0
R055253,B066,2224.4,10800.0
R055253,B068,2224.4,inf
R055255,B025,1375.4,7200.0
R055255,B066,2224.4,10800.0
R055255,B067,2224.4,10800.0
R055257,B025,1405.4,7200.0
R055257,B066,2290.4,10800.0
R055257,B067,2290.4,10800.0
R055257,B068,2290.4,inf
R055328,B025,1411.4,7200.0
R055328,B026,1411.4,inf
R055328,B068,2224.4,inf
